,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
4004,S05450C,M29,C,S05,450C,E08618700,1.0,BK,  ,225.0,100.0,E06107900,                  ,3204543Z0,5.0,LGKCC                                                       ,,SP450E_X1         ,,13.0,                                                            ,M29.G-01,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04450CC,,,M29-TS
4005,S05447AA,M29,C,S05,447AA,16AHX0020,0.5,YE,  ,675.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.E-01,ENGINE LI3,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04447AA,,,M29-TS
4006,S073385C,M29,C,S07,3385C,E25181900,0.35,BN,YE,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.H-07,FRT SD DR RH,,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4007,S05432C,M29,C,S05,432C,E00011336,0.5,GN,WH,759.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.G-11,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04432C,,,M29-TS
4008,S063379C,M29,C,S06,3379C,169A82010,0.35,GN,WH,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.A-06,FRT SD DR L,CORTE,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4009,S055300,M29,C,S05,5300,16AH31020,0.5,GY,BU,1000.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.E-15,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045300,,,M29-TS
4010,S055301,M29,C,S05,5301,16AH63020,0.5,BK,GY,990.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.E-26,ENGINE LI3,SPLICE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045301,,,M29-TS
4011,S05548C,M29,C,S05,548C,150260024,0.5,BK,YE,635.0,100.0,E13250800,                  ,3204542D2,4.0,LGKCC                                                       ,,SP548_ENG_X1      ,,13.0,                                                            ,M29.A-01,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04548C,,,M29-TS
4012,S055293H,M29,C,S05,5293H,E06744800,1.0,VT,BU,960.0,100.0,E06107900,                  ,3204543Z0,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.H-23,ENGINE LI3,SPLICE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045293HH,,,M29-TS
4013,S076134R,M29,C,S07,6134R,16AC80010,0.35,GN,YE,860.0,100.0,3202656Q9,                  ,,7.5,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.C-10,FRT SD DR RH,CORTE,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4014,S055293F,M29,C,S05,5293F,E06744800,1.0,VT,BU,725.0,100.0,E06107900,                  ,3204543Z0,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.G-03,ENGINE LI3,MULTI,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045293FF,,,M29-TS
4015,S055293G,M29,C,S05,5293G,E06744800,1.0,VT,BU,665.0,100.0,E06107900,                  ,3204543Z0,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.F-08,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045293GG,,,M29-TS
4016,S073386C,M29,C,S07,3386C,E25182500,0.35,VT,GY,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.I-02,FRT SD DR RH,SPLICE,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4017,S073384C,M29,C,S07,3384C,16AC06010,0.35,YE,BK,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.A-09,FRT SD DR RH,,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4018,S05844B,M29,C,S05,844B,E19834300,0.75,BN,YE,970.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E14929200,                  ,320455AKC,5.0,                                                            ,M29.H-29,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4019,S05636,M29,C,S05,636,16AH13020,0.5,BU,GY,705.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.E-13,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04636,,,M29-TS
4020,S055985D,M29,C,S05,5985D,E19828400,0.5,VT,YE,680.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.H-01,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045985D,,,M29-TS
4021,S055991A,M29,C,S05,5991A,16AHX0020,0.5,YE,  ,655.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.D-09,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045991A,,,M29-TS
4022,S056311G,M29,C,S05,6311G,E37843800,0.5,WH,BU,725.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.I-07,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S046311G,,,M29-TS
4023,S055293E,M29,C,S05,5293E,E06744800,1.0,VT,BU,1070.0,100.0,E06107900,                  ,3204543Z0,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.H-16,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045293EE,,,M29-TS
4024,S055290N,M29,C,S05,5290N,E00005933,0.5,VT,BU,1050.0,100.0,E13250800,                  ,3204542D2,4.0,LGKCC                                                       ,,SP5290_X1         ,,13.0,                                                            ,M29.F-14,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045290N,,,M29-TS
4025,S055290O,M29,C,S05,5290O,E00005933,0.5,VT,BU,1154.0,100.0,E13250800,                  ,3204542D2,4.0,LGKCC                                                       ,,SP5290_X1         ,,13.0,                                                            ,M29.F-17,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045290O,,,M29-TS
4026,S055291R,M29,C,S05,5291R,E00005933,0.5,VT,BU,1221.0,100.0,E13250800,                  ,3204542D2,4.0,LGKCC                                                       ,320257A81,                  ,,5.0,                                                            ,M29.F-21,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045291R,,,M29-TS
4027,S085048,M29,C,S08,5048,16AC38010,0.35,GY,GN,1145.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.B-14,RR SD DR LH,,2876.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4028,S08747D,M29,C,S08,747D,16ACX3020,0.5,GY,  ,1202.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.D-22,RR SD DR LH,CORTE,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4029,S086135L,M29,C,S08,6135L,16AC83010,0.35,GN,GY,1015.0,100.0,3202656Q9,                  ,,7.5,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.C-27,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4030,S055290M,M29,C,S05,5290M,E00005933,0.5,VT,BU,240.0,100.0,E13250800,                  ,3204542D2,4.0,LGKCC                                                       ,,SP5290_X1         ,,13.0,                                                            ,M29.E-06,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045290M,,,M29-TS
4031,S055293AC,M29,C,S05,5293AC,E06092800,0.75,VT,BU,720.0,100.0,E14929200,                  ,320455AKC,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.G-24,ENGINE LI3,,2935.0,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4032,S055293AD,M29,C,S05,5293AD,E06092800,0.75,VT,BU,610.0,100.0,E14929200,                  ,320455AKC,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.G-20,ENGINE LI3,,2935.0,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4033,S07746E,M29,C,S07,746E,16ACX3020,0.5,GY,  ,1170.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.D-19,FRT SD DR RH,,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4034,S055293AB,M29,C,S05,5293AB,E06092800,0.75,VT,BU,760.0,100.0,E14929200,                  ,320455AKC,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.G-28,ENGINE LI3,,2935.0,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4035,S055293AA,M29,C,S05,5293AA,E06092800,0.75,VT,BU,855.0,100.0,E14929200,                  ,320455AKC,5.0,LGKCC                                                       ,,SP5290_3_X1       ,,13.0,                                                            ,M29.H-13,ENGINE LI3,,2876.0,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4036,S081187B,M29,C,S08,1187B,16AC41010,0.35,BN,BU,1150.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.B-17,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4037,S081185B,M29,C,S08,1185B,16AC83010,0.35,GN,GY,1150.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.D-17,RR SD DR LH,,,TT,SPIN,2700.0,27.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,S081185B,,,M29-TS
4038,S1224A,M29,C,S12,24A,16AC82040,0.75,GN,WH,2020.0,100.0,E09096400,                  ,,4.0,LGKCC                                                       ,E09096400,                  ,,4.0,                                                            ,M29.C-30,LGATE,CORTE,2884.0,TT,SPIN,1400.0,14.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,0.0,0.0,800.0,,,,M29-TS
4039,S051746B,M29,C,S05,1746B,150245041,0.75,BN,VT,1077.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E14929200,                  ,320455AKC,5.0,                                                            ,M29.A-11,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4040,S051750P,M29,C,S05,1750P,166DX6080,2.5,BK,  ,1030.0,100.0,3202980M5,                  ,329957B03,5.0,LGKCC                                                       ,E00020698,1750X             ,,8.0,MULTI-X86G108_B_X1                                          ,M29.A-16,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S041750P,,,M29-TS
4041,S051750R,M29,C,S05,1750R,16AHX6020,0.5,BK,  ,347.0,100.0,3202563D0,                  ,3204506N3,5.0,LGKCC                                                       ,,SP1750_X1         ,,13.0,                                                            ,M29.E-03,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S041750R,,,M29-TS
4042,S172374A,M29,C,S17,2374A,E25182000,0.5,BN,WH,550.0,100.0,3202572I8,                  ,3204513B1,4.5,LGKCC                                                       ,,SP2374_X1         ,,13.0,                                                            ,M29.H-10,OBJECT ALARM,,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4043,S051744B,M29,C,S05,1744B,E14072300,0.75,GN,YE,1216.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E14929200,                  ,320455AKC,5.0,                                                            ,M29.H-20,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4044,S051745B,M29,C,S05,1745B,16AH02040,0.75,YE,WH,1140.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E14929200,                  ,320455AKC,5.0,                                                            ,M29.D-21,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4045,S051750Z,M29,C,S05,1750Z,16AHX6020,0.5,BK,  ,1567.0,100.0,E01800300,                  ,329983100,5.0,LGKCC                                                       ,,SP1750_X1         ,,13.0,                                                            ,M29.F-16,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4046,S146846VD,M29,C,S14,6846VD,16AC80010,0.35,GN,YE,235.0,100.0,3202618R4,                  ,320454NG2,5.0,LGKCC                                                       ,,SP6846VB_X1       ,,13.0,                                                            ,M29.C-04,LICENSE PLATE,,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4047,S145797B,M29,C,S14,5797B,16AC01010,0.35,YE,BU,794.0,100.0,E16491700,                  ,,4.0,LGKCC                                                       ,E05650100,                  ,E10690000,5.0,                                                            ,M29.A-07,LICENSE PLATE,SPLICE,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4048,S141050VF,M29,C,S14,1050VF,16BNX6010,0.35,BK,  ,435.0,100.0,E05650100,                  ,E10690000,5.0,LGKCC                                                       ,,SP1050VC_X1       ,,13.0,                                                            ,M29.F-01,LICENSE PLATE,MULTI,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4049,S0523B,M29,C,S05,23B,16AHX3020,0.5,GY,  ,1975.0,100.0,320280951,                  ,320450463,3.5,LGKCC                                                       ,E01647000,                  ,,5.0,                                                            ,M29.E-29,ENGINE LI3,SPLICE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0423B,,,M29-TS
4050,S063381C,M29,C,S06,3381C,E08395300,0.35,GN,  ,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.G-10,FRT SD DR L,CORTE,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4051,S146846VF,M29,C,S14,6846VF,16AC80010,0.35,GN,YE,365.0,100.0,3202618R4,                  ,320454NG2,5.0,LGKCC                                                       ,,SP6846VB_X1       ,,13.0,                                                            ,M29.C-07,LICENSE PLATE,CORTE,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4052,S172379,M29,C,S17,2379,16AC63020,0.5,BK,GY,435.0,100.0,3202572I8,                  ,3204513B1,4.5,LGKCC                                                       ,,SP2379_X1         ,,13.0,                                                            ,M29.B-09,OBJECT ALARM,CORTE,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4053,S045991A,M29,C,S04,5991A,16AHX0020,0.5,YE,  ,655.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.D-09,ENGINE,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S045991A,,,M29-TS
4054,S046311G,M29,C,S04,6311G,E37843800,0.5,WH,BU,725.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.I-07,ENGINE,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S046311G,,,M29-TS
4055,S04636,M29,C,S04,636,16AH13020,0.5,BU,GY,705.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.E-13,ENGINE,PREASS,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04636,,,M29-TS
4056,S05428A,M29,C,S05,428A,E01421200,0.5,GN,BU,827.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.G-13,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04428A,,,M29-TS
4057,S043113A,M29,C,S04,3113A,E00011311,0.5,GY,WH,800.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.F-19,ENGINE,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S043113A,,,M29-TS
4058,S19250R,M29,C,S19,250R,16ACX6040,0.75,BK,  ,1850.0,100.0,32025Y20B,                  ,320455A8X,5.0,LGKCC                                                       ,,SP250A_1_X1       ,,13.0,                                                            ,M29.D-26,FOGLAMP,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4059,S19250L,M29,C,S19,250L,16ACX6040,0.75,BK,  ,775.0,100.0,32025Y20B,                  ,320455A8X,5.0,LGKCC                                                       ,,SP250A_1_X1       ,,13.0,                                                            ,M29.D-28,FOGLAMP,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4060,S192234L,M29,C,S19,2234L,16AC45040,0.75,BN,VT,2375.0,100.0,32025Y20B,                  ,320455A8X,5.0,LGKCC                                                       ,,SP2234_1_X1       ,,13.0,                                                            ,M29.B-19,FOGLAMP,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4061,S05139G,M29,C,S05,139G,16AH53020,0.5,VT,GY,670.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.D-07,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04139G,,,M29-TS
4062,S05140D,M29,C,S05,140D,150272029,0.5,RD,WH,705.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.A-03,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S04140D,,,M29-TS
4063,S04844A,M29,C,S04,844A,E19834300,0.75,BN,YE,1033.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,3202555D0,                  ,3204506N3,4.1,                                                            ,M29.H-26,ENGINE,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4064,S19250,M29,C,S19,250,16ACX6040,0.75,BK,  ,180.0,100.0,,SP250A_1_X1       ,,13.0,LGKCC                                                       ,E00000963,                  ,,6.5,MULTI-X86ACC_FOG                                            ,M29.C-09,FOGLAMP,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4065,S192234R,M29,C,S19,2234R,16AC45040,0.75,BN,VT,80.0,100.0,32025Y20B,                  ,320455A8X,5.0,LGKCC                                                       ,,SP2234_1_X1       ,,13.0,                                                            ,M29.B-04,FOGLAMP,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4066,S052752A,M29,C,S05,2752A,16AH64020,0.5,BK,BN,1300.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,32025Y0X5,                  ,,5.0,                                                            ,M29.E-28,ENGINE LI3,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4067,S136128,M29,C,S13,6128,E25180500,0.5,BU,WH,305.0,100.0,"3,20E+14",                  ,,5.0,LGKCC                                                       ,E00006853,                  ,,4.5,                                                            ,M29.H-04,LGATE EXT,CORTE,3085.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4068,S052709,M29,C,S05,2709,E06099000,0.5,YE,RD,785.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M29.G-18,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4069,S052704C,M29,C,S05,2704C,E08609700,0.5,GY,RD,798.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.G-29,ENGINE LI3,,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S042704C,,,M29-TS
4070,S063380C,M29,C,S06,3380C,E25183200,0.35,GY,  ,815.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,3202656Q9,                  ,,7.5,                                                            ,M29.I-03,FRT SD DR L,SPLICE,,TT,SPIN,1400.0,14.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,700.0,,,,M29-TS
4071,S131303A,M29,C,S13,1303A,E25182500,0.35,VT,GY,305.0,100.0,"3,20E+14",                  ,,5.0,LGKCC                                                       ,E00006853,                  ,,4.5,                                                            ,M29.I-01,LGATE EXT,CORTE,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4072,S132509,M29,C,S13,2509,16AC41020,0.5,BN,BU,435.0,100.0,E16491700,                  ,,4.0,LGKCC                                                       ,E00006853,                  ,,4.5,                                                            ,M29.B-06,LGATE EXT,SPLICE,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4073,S053113A,M29,C,S05,3113A,E00011311,0.5,GY,WH,790.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,E13250800,                  ,3204542D2,4.0,                                                            ,M29.F-19,ENGINE LI3,CORTE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S043113A,,,M29-TS
4074,S135780,M29,C,S13,5780,16AC35050,1.0,GY,VT,390.0,100.0,3202543F0,                  ,,4.0,LGKCC                                                       ,3202581H9,                  ,,4.8,                                                            ,M29.B-13,LGATE EXT,MULTI,3085.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
